user_id,session_id,timestamp,page_visited,product_id,action,duration_seconds,source,device,location
U037,SU037_01,2025-03-29 02:57:14,Produit: Infusion menthe bio,P104,add_to_cart,70,direct,desktop,France
U037,SU037_01,2025-03-29 02:58:48,Produit: Infusion menthe bio,P104,purchase,35,direct,desktop,France
U037,SU037_02,2025-03-25 23:24:49,Produit: Thé noir Darjeeling bio (promo),P999,view,69,facebook_ads,desktop,France
U037,SU037_02,2025-03-25 23:26:14,Catégorie: Thés bio,,click,75,facebook_ads,desktop,France
U037,SU037_02,2025-03-25 23:27:51,Produit: Thé noir Darjeeling bio (promo),P999,view,67,facebook_ads,desktop,France
U037,SU037_02,2025-03-25 23:29:06,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,23,facebook_ads,desktop,France
U037,SU037_02,2025-03-25 23:29:39,Produit: Thé noir Darjeeling bio (promo),P999,purchase,61,facebook_ads,desktop,France
U037,SU037_03,2025-04-04 09:25:35,Produit: Thé noir Darjeeling bio (promo),P999,view,20,facebook_ads,tablet,France
U037,SU037_03,2025-04-04 09:26:12,Catégorie: Thés bio,,click,39,facebook_ads,tablet,France
U037,SU037_03,2025-04-04 09:27:19,Produit: Thé noir Darjeeling bio (promo),P999,view,55,facebook_ads,tablet,France
U037,SU037_03,2025-04-04 09:28:23,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,84,facebook_ads,tablet,France
U037,SU037_04,2025-03-14 02:27:16,Produit: Thé noir Darjeeling bio (promo),P999,view,67,direct,tablet,France
U037,SU037_04,2025-03-14 02:28:43,Catégorie: Thés bio,,click,89,direct,tablet,France
U037,SU037_04,2025-03-14 02:30:17,Produit: Thé noir Darjeeling bio (promo),P999,view,68,direct,tablet,France
U037,SU037_04,2025-03-14 02:31:42,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,59,direct,tablet,France
U037,SU037_04,2025-03-25 14:34:46,Produit: Thé noir Darjeeling bio (promo),P999,view,44,direct,desktop,France
U037,SU037_04,2025-03-25 14:35:35,Catégorie: Thés bio,,click,81,direct,desktop,France
U037,SU037_04,2025-03-25 14:37:21,Produit: Thé noir Darjeeling bio (promo),P999,view,16,direct,desktop,France
U037,SU037_04,2025-03-25 14:37:49,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,23,direct,desktop,France
U037,SU037_04,2025-03-25 14:38:40,Produit: Thé noir Darjeeling bio (promo),P999,purchase,45,direct,desktop,France
U037,SU037_05,2025-03-29 12:22:49,Produit: Thé noir Darjeeling bio (promo),P999,view,18,organic,tablet,France
U037,SU037_05,2025-03-29 12:23:22,Catégorie: Thés bio,,click,21,organic,tablet,France
U037,SU037_05,2025-03-29 12:23:48,Produit: Thé noir Darjeeling bio (promo),P999,view,10,organic,tablet,France
U037,SU037_05,2025-03-29 12:24:07,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,89,organic,tablet,France
U037,SU037_05,2025-03-29 12:25:45,Produit: Thé noir Darjeeling bio (promo),P999,purchase,23,organic,tablet,France
U037,SU037_05,2025-04-01 16:24:14,Produit: Maté bio,P105,view,41,direct,tablet,France
U037,SU037_05,2025-04-01 16:25:18,Catégorie: Thés bio,,click,47,direct,tablet,France
U037,SU037_05,2025-04-01 16:26:29,Produit: Maté bio,P105,view,81,direct,tablet,France
U037,SU037_05,2025-04-01 16:28:01,Produit: Maté bio,P105,add_to_cart,14,direct,tablet,France
U037,SU037_05,2025-04-01 16:28:44,Produit: Maté bio,P105,purchase,45,direct,tablet,France
U038,SU038_02,2025-03-25 16:30:41,Produit: Infusion menthe bio,P104,view,8,organic,mobile,France
U038,SU038_02,2025-03-25 16:31:11,Catégorie: Thés bio,,click,51,organic,mobile,France
U038,SU038_02,2025-03-25 16:32:25,Produit: Infusion menthe bio,P104,view,89,organic,mobile,France
U038,SU038_02,2025-03-25 16:34:24,Produit: Infusion menthe bio,P104,add_to_cart,6,organic,mobile,France
U038,SU038_03,2025-03-13 03:27:25,Produit: Thé vert Sencha,P101,view,66,organic,tablet,France
U038,SU038_03,2025-03-13 03:28:49,Catégorie: Thés bio,,click,59,organic,tablet,France
U038,SU038_03,2025-03-13 03:29:56,Produit: Thé vert Sencha,P101,view,82,organic,tablet,France
U038,SU038_03,2025-03-13 03:31:45,Produit: Thé vert Sencha,P101,add_to_cart,5,organic,tablet,France
U038,SU038_03,2025-03-17 11:16:58,Produit: Thé noir Darjeeling bio (promo),P999,view,43,organic,mobile,France
U038,SU038_03,2025-03-17 11:17:53,Catégorie: Thés bio,,click,31,organic,mobile,France
U038,SU038_03,2025-03-17 11:18:48,Produit: Thé noir Darjeeling bio (promo),P999,view,19,organic,mobile,France
U038,SU038_03,2025-03-17 11:19:14,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,68,organic,mobile,France
U038,SU038_03,2025-03-17 11:20:48,Produit: Thé noir Darjeeling bio (promo),P999,purchase,43,organic,mobile,France
U038,SU038_05,2025-03-26 14:09:39,Produit: Thé noir Darjeeling bio (promo),P999,view,17,direct,desktop,France
U038,SU038_05,2025-03-26 14:10:02,Catégorie: Thés bio,,click,20,direct,desktop,France
U038,SU038_05,2025-03-26 14:10:43,Produit: Thé noir Darjeeling bio (promo),P999,view,5,direct,desktop,France
U038,SU038_05,2025-03-26 14:10:53,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,26,direct,desktop,France
U038,SU038_05,2025-04-01 03:22:48,Produit: Thé blanc Bai Mu Dan ,P102,view,75,facebook_ads,mobile,France,
U038,SU038_05,2025-04-01 03:24:33,Catégorie: Thés bio,,click,23,facebook_ads,mobile,France
U039,SU039_02,2025-03-10 22:37:04,Produit: Thé blanc Bai Mu Dan ,P102,view,75,organic,desktop,France,
U039,SU039_02,2025-03-10 22:38:45,Catégorie: Thés bio,,click,31,organic,desktop,France
U039,SU039_02,2025-03-10 22:39:27,Produit: Thé blanc Bai Mu Dan ,P102,view,58,organic,desktop,France,
U040,SU040_01,2025-03-07 20:12:43,Produit: Thé vert Sencha,P101,view,37,direct,tablet,France
U040,SU040_01,2025-03-07 20:13:42,Catégorie: Thés bio,,click,66,direct,tablet,France
U040,SU040_03,2025-03-09 00:41:08,Produit: Thé noir Darjeeling bio (promo),P999,view,76,direct,tablet,France
U040,SU040_03,2025-03-09 00:42:48,Catégorie: Thés bio,,click,56,direct,tablet,France
U040,SU040_03,2025-03-09 00:44:06,Produit: Thé noir Darjeeling bio (promo),P999,view,87,direct,tablet,France
U040,SU040_03,2025-03-09 00:45:45,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,11,direct,tablet,France
U040,SU040_03,2025-03-09 00:46:18,Produit: Thé noir Darjeeling bio (promo),P999,purchase,75,direct,tablet,France
U040,SU040_03,2025-03-09 11:58:29,Produit: Thé noir Darjeeling bio (promo),P999,view,76,direct,desktop,France
U040,SU040_03,2025-03-09 12:00:15,Catégorie: Thés bio,,click,16,direct,desktop,France
U040,SU040_03,2025-03-09 12:00:43,Produit: Thé noir Darjeeling bio (promo),P999,view,78,direct,desktop,France
U040,SU040_03,2025-03-09 12:02:24,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,36,direct,desktop,France
U040,SU040_03,2025-03-09 12:03:13,Produit: Thé noir Darjeeling bio (promo),P999,purchase,28,direct,desktop,France
U040,SU040_05,2025-03-09 18:28:11,Produit: Thé vert Sencha,P101,view,26,direct,mobile,France
U040,SU040_05,2025-03-09 18:28:42,Catégorie: Thés bio,,click,32,direct,mobile,France
U040,SU040_05,2025-03-09 18:29:20,Produit: Thé vert Sencha,P101,view,46,direct,mobile,France
U040,SU040_05,2025-03-09 18:30:35,Produit: Thé vert Sencha,P101,add_to_cart,65,direct,mobile,France
U040,SU040_05,2025-03-09 18:32:05,Produit: Thé vert Sencha,P101,purchase,75,direct,mobile,France
U040,SU040_05,2025-03-13 10:46:26,Produit: Thé vert Sencha,P101,view,79,organic,desktop,France
U040,SU040_05,2025-03-13 10:47:57,Catégorie: Thés bio,,click,49,organic,desktop,France
U041,SU041_01,2025-03-13 10:13:21,Produit: Infusion menthe bio,P104,view,17,direct,desktop,France
U041,SU041_01,2025-03-13 10:13:52,Catégorie: Thés bio,,click,55,direct,desktop,France
U041,SU041_01,2025-03-13 10:15:09,Produit: Infusion menthe bio,P104,view,71,direct,desktop,France
U041,SU041_01,2025-03-13 10:16:32,Produit: Infusion menthe bio,P104,add_to_cart,26,direct,desktop,France
U041,SU041_01,2025-03-13 10:17:19,Produit: Infusion menthe bio,P104,purchase,68,direct,desktop,France
U041,SU041_01,2025-03-16 13:21:39,Produit: Rooibos bio,P103,view,29,facebook_ads,mobile,France
U041,SU041_01,2025-03-16 13:22:30,Catégorie: Thés bio,,click,31,facebook_ads,mobile,France
U041,SU041_02,2025-03-24 01:40:55,Produit: Thé blanc Bai Mu Dan ,P102,view,11,direct,tablet,France,
U041,SU041_02,2025-03-24 01:41:36,Catégorie: Thés bio,,click,72,direct,tablet,France
U041,SU041_02,2025-03-24 01:43:06,Produit: Thé blanc Bai Mu Dan ,P102,view,31,direct,tablet,France,
U041,SU041_05,2025-03-07 03:00:17,Produit: Thé noir Darjeeling bio (promo),P999,view,26,direct,tablet,France
U041,SU041_05,2025-03-07 03:01:06,Catégorie: Thés bio,,click,74,direct,tablet,France
U041,SU041_05,2025-03-07 03:02:25,Produit: Thé noir Darjeeling bio (promo),P999,view,68,direct,tablet,France
U041,SU041_05,2025-03-07 03:03:53,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,73,direct,tablet,France
U041,SU041_05,2025-03-07 03:05:29,Produit: Thé noir Darjeeling bio (promo),P999,purchase,23,direct,tablet,France
U041,SU041_05,2025-03-10 18:48:44,Produit: Thé blanc Bai Mu Dan ,P102,view,65,organic,mobile,France,
U041,SU041_05,2025-03-10 18:49:59,Catégorie: Thés bio,,click,22,organic,mobile,France
U042,SU042_02,2025-03-10 15:57:09,Produit: Thé vert Sencha,P101,view,73,direct,desktop,France
U042,SU042_02,2025-03-10 15:58:46,Catégorie: Thés bio,,click,35,direct,desktop,France
U042,SU042_02,2025-03-15 15:19:33,Produit: Thé noir Darjeeling bio (promo),P999,view,46,direct,mobile,France
U042,SU042_02,2025-03-15 15:20:46,Catégorie: Thés bio,,click,76,direct,mobile,France
U042,SU042_02,2025-03-15 15:22:25,Produit: Thé noir Darjeeling bio (promo),P999,view,67,direct,mobile,France
U042,SU042_02,2025-03-15 15:23:40,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,10,direct,mobile,France
U042,SU042_02,2025-04-06 07:57:08,Produit: Thé noir Darjeeling bio (promo),P999,view,77,direct,tablet,France
U042,SU042_02,2025-04-06 07:58:53,Catégorie: Thés bio,,click,79,direct,tablet,France
U042,SU042_02,2025-04-06 08:00:18,Produit: Thé noir Darjeeling bio (promo),P999,view,21,direct,tablet,France
U042,SU042_03,2025-03-29 19:18:02,Produit: Infusion menthe bio,P104,view,14,direct,mobile,France
U042,SU042_03,2025-03-29 19:18:27,Catégorie: Thés bio,,click,53,direct,mobile,France
U042,SU042_04,2025-03-17 03:16:48,Produit: Thé noir Darjeeling bio (promo),P999,view,27,organic,mobile,France
U042,SU042_04,2025-03-17 03:17:21,Catégorie: Thés bio,,click,61,organic,mobile,France
U042,SU042_04,2025-04-02 16:58:32,Produit: Thé noir Darjeeling bio (promo),P999,view,43,organic,tablet,France
U042,SU042_04,2025-04-02 16:59:33,Catégorie: Thés bio,,click,29,organic,tablet,France
U042,SU042_04,2025-04-02 17:00:13,Produit: Thé noir Darjeeling bio (promo),P999,view,80,organic,tablet,France
U042,SU042_04,2025-04-02 17:01:58,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,20,organic,tablet,France
U043,SU043_01,2025-03-23 15:25:06,Produit: Thé blanc Bai Mu Dan ,P102,view,16,facebook_ads,mobile,France,
U043,SU043_01,2025-03-23 15:25:30,Catégorie: Thés bio,,click,25,facebook_ads,mobile,France
U043,SU043_01,2025-04-04 06:49:01,Produit: Thé blanc Bai Mu Dan ,P102,view,34,organic,tablet,France,
U043,SU043_01,2025-04-04 06:49:46,Catégorie: Thés bio,,click,57,organic,tablet,France
U043,SU043_02,2025-03-12 22:50:07,Produit: Thé vert Sencha,P101,view,82,facebook_ads,desktop,France
U043,SU043_02,2025-03-12 22:51:55,Catégorie: Thés bio,,click,89,facebook_ads,desktop,France
U043,SU043_02,2025-03-12 22:53:51,Produit: Thé vert Sencha,P101,view,63,facebook_ads,desktop,France
U043,SU043_02,2025-03-26 10:23:47,Produit: Rooibos bio,P103,view,39,direct,desktop,France
U043,SU043_02,2025-03-26 10:24:45,Catégorie: Thés bio,,click,36,direct,desktop,France
U043,SU043_03,2025-03-23 07:29:40,Produit: Thé blanc Bai Mu Dan ,P102,view,30,direct,tablet,France,
U043,SU043_03,2025-03-23 07:30:24,Catégorie: Thés bio,,click,35,direct,tablet,France
U043,SU043_04,2025-03-22 07:52:13,Produit: Thé noir Darjeeling bio (promo),P999,view,54,direct,desktop,France
U043,SU043_04,2025-03-22 07:53:31,Catégorie: Thés bio,,click,70,direct,desktop,France
U043,SU043_04,2025-03-22 07:55:07,Produit: Thé noir Darjeeling bio (promo),P999,view,37,direct,desktop,France
U043,SU043_04,2025-03-22 07:56:02,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,61,direct,desktop,France
U043,SU043_04,2025-03-22 07:57:21,Produit: Thé noir Darjeeling bio (promo),P999,purchase,64,direct,desktop,France
U043,SU043_04,2025-03-29 05:17:14,Produit: Maté bio,P105,view,13,organic,tablet,France
U043,SU043_04,2025-03-29 05:17:54,Catégorie: Thés bio,,click,84,organic,tablet,France
U043,SU043_04,2025-04-02 00:13:29,Produit: Thé noir Darjeeling bio (promo),P999,view,24,direct,mobile,France
U043,SU043_04,2025-04-02 00:13:59,Catégorie: Thés bio,,click,37,direct,mobile,France
U043,SU043_04,2025-04-02 00:14:49,Produit: Thé noir Darjeeling bio (promo),P999,view,35,direct,mobile,France
U043,SU043_04,2025-04-02 00:15:50,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,82,direct,mobile,France
U043,SU043_04,2025-04-02 00:17:31,Produit: Thé noir Darjeeling bio (promo),P999,purchase,85,direct,mobile,France
U043,SU043_05,2025-03-13 13:30:18,Produit: Infusion menthe bio,P104,view,15,direct,desktop,France
U043,SU043_05,2025-03-13 13:30:56,Catégorie: Thés bio,,click,6,direct,desktop,France
U043,SU043_05,2025-03-13 13:31:30,Produit: Infusion menthe bio,P104,view,73,direct,desktop,France
U043,SU043_05,2025-03-13 13:32:59,Produit: Infusion menthe bio,P104,add_to_cart,62,direct,desktop,France
U044,SU044_01,2025-04-06 13:04:48,Produit: Thé noir Darjeeling bio (promo),P999,view,38,facebook_ads,tablet,France
U044,SU044_01,2025-04-06 13:05:53,Catégorie: Thés bio,,click,50,facebook_ads,tablet,France
U044,SU044_01,2025-04-06 13:07:04,Produit: Thé noir Darjeeling bio (promo),P999,view,37,facebook_ads,tablet,France
U044,SU044_01,2025-04-06 13:08:00,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,27,facebook_ads,tablet,France
U044,SU044_01,2025-04-06 13:08:53,Produit: Thé noir Darjeeling bio (promo),P999,purchase,19,facebook_ads,tablet,France
U044,SU044_02,2025-04-03 10:04:02,Produit: Maté bio,P105,view,54,facebook_ads,desktop,France
U044,SU044_02,2025-04-03 10:05:18,Catégorie: Thés bio,,click,14,facebook_ads,desktop,France
U044,SU044_02,2025-04-03 10:05:41,Produit: Maté bio,P105,view,67,facebook_ads,desktop,France
U044,SU044_02,2025-04-03 10:06:53,Produit: Maté bio,P105,add_to_cart,15,facebook_ads,desktop,France
U044,SU044_04,2025-03-17 11:20:33,Produit: Infusion menthe bio,P104,view,32,organic,mobile,France
U044,SU044_04,2025-03-17 11:21:14,Catégorie: Thés bio,,click,49,organic,mobile,France
U044,SU044_04,2025-03-17 11:22:32,Produit: Infusion menthe bio,P104,view,67,organic,mobile,France
U044,SU044_04,2025-04-02 00:45:13,Produit: Rooibos bio,P103,view,46,organic,desktop,France
U044,SU044_04,2025-04-02 00:46:25,Catégorie: Thés bio,,click,66,organic,desktop,France
U044,SU044_04,2025-04-02 00:47:48,Produit: Rooibos bio,P103,view,31,organic,desktop,France
U044,SU044_04,2025-04-02 06:44:32,Produit: Rooibos bio,P103,view,22,organic,desktop,France
U044,SU044_04,2025-04-02 06:44:59,Catégorie: Thés bio,,click,42,organic,desktop,France
U044,SU044_04,2025-04-02 06:46:06,Produit: Rooibos bio,P103,view,53,organic,desktop,France
U044,SU044_05,2025-03-26 05:18:25,Produit: Thé blanc Bai Mu Dan ,P102,view,53,organic,mobile,France,
U044,SU044_05,2025-03-26 05:19:29,Catégorie: Thés bio,,click,8,organic,mobile,France
U044,SU044_05,2025-04-03 03:15:37,Produit: Thé noir Darjeeling bio (promo),P999,view,48,organic,desktop,France
U044,SU044_05,2025-04-03 03:16:41,Catégorie: Thés bio,,click,30,organic,desktop,France
U044,SU044_05,2025-04-03 03:17:23,Produit: Thé noir Darjeeling bio (promo),P999,view,62,organic,desktop,France
U044,SU044_05,2025-04-03 03:18:43,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,46,organic,desktop,France
U044,SU044_05,2025-04-03 03:19:46,Produit: Thé noir Darjeeling bio (promo),P999,purchase,37,organic,desktop,France
U045,SU045_01,2025-03-10 06:54:00,Produit: Infusion menthe bio,P104,view,82,direct,desktop,Suisse
U045,SU045_01,2025-03-10 06:55:32,Catégorie: Thés bio,,click,50,direct,desktop,Suisse
U045,SU045_01,2025-03-10 06:56:30,Produit: Infusion menthe bio,P104,view,35,direct,desktop,Suisse
U045,SU045_04,2025-03-20 06:23:35,Produit: Thé vert Sencha,P101,view,27,direct,tablet,Suisse
U045,SU045_04,2025-03-20 06:24:22,Catégorie: Thés bio,,click,26,direct,tablet,Suisse
U045,SU045_04,2025-03-20 06:25:06,Produit: Thé vert Sencha,P101,view,25,direct,tablet,Suisse
U045,SU045_04,2025-03-20 06:25:58,Produit: Thé vert Sencha,P101,add_to_cart,90,direct,tablet,Suisse
U045,SU045_04,2025-03-20 06:27:54,Produit: Thé vert Sencha,P101,purchase,48,direct,tablet,Suisse
U045,SU045_04,2025-03-23 22:30:16,Produit: Maté bio,P105,view,39,facebook_ads,tablet,Suisse
U045,SU045_04,2025-03-23 22:31:07,Catégorie: Thés bio,,click,12,facebook_ads,tablet,Suisse
U045,SU045_05,2025-04-01 00:06:41,Produit: Maté bio,P105,view,68,direct,desktop,Suisse
U045,SU045_05,2025-04-01 00:08:12,Catégorie: Thés bio,,click,18,direct,desktop,Suisse
U045,SU045_05,2025-04-01 00:08:59,Produit: Maté bio,P105,view,49,direct,desktop,Suisse
U045,SU045_05,2025-04-02 01:04:31,Produit: Thé vert Sencha,P101,view,61,direct,mobile,Suisse
U045,SU045_05,2025-04-02 01:05:45,Catégorie: Thés bio,,click,21,direct,mobile,Suisse
U045,SU045_05,2025-04-02 01:06:14,Produit: Thé vert Sencha,P101,view,11,direct,mobile,Suisse
U045,SU045_05,2025-04-02 01:06:38,Produit: Thé vert Sencha,P101,add_to_cart,17,direct,mobile,Suisse
U046,SU046_02,2025-03-07 08:21:47,Produit: Infusion menthe bio,P104,view,78,direct,mobile,France
U046,SU046_02,2025-03-07 08:23:33,Catégorie: Thés bio,,click,11,direct,mobile,France
U046,SU046_02,2025-03-07 08:24:00,Produit: Infusion menthe bio,P104,view,15,direct,mobile,France
U046,SU046_05,2025-03-16 20:39:26,Produit: Rooibos bio,P103,view,85,direct,desktop,France
U046,SU046_05,2025-03-16 20:41:01,Catégorie: Thés bio,,click,6,direct,desktop,France
U046,SU046_05,2025-03-16 20:41:31,Produit: Rooibos bio,P103,view,43,direct,desktop,France
U046,SU046_05,2025-03-16 20:42:20,Produit: Rooibos bio,P103,add_to_cart,45,direct,desktop,France
U046,SU046_05,2025-03-16 20:43:14,Produit: Rooibos bio,P103,purchase,6,direct,desktop,France
U046,SU046_05,2025-03-20 19:43:21,Produit: Rooibos bio,P103,view,61,facebook_ads,tablet,France
U046,SU046_05,2025-03-20 19:44:29,Catégorie: Thés bio,,click,58,facebook_ads,tablet,France
U046,SU046_05,2025-03-20 19:45:45,Produit: Rooibos bio,P103,view,48,facebook_ads,tablet,France
U046,SU046_05,2025-03-20 19:47:01,Produit: Rooibos bio,P103,add_to_cart,32,facebook_ads,tablet,France
U046,SU046_05,2025-03-20 19:47:51,Produit: Rooibos bio,P103,purchase,59,facebook_ads,tablet,France
U046,SU046_05,2025-03-30 17:15:23,Produit: Thé vert Sencha,P101,view,81,direct,desktop,France
U046,SU046_05,2025-03-30 17:16:55,Catégorie: Thés bio,,click,73,direct,desktop,France
U046,SU046_05,2025-03-30 17:18:14,Produit: Thé vert Sencha,P101,view,83,direct,desktop,France
U046,SU046_05,2025-03-30 17:20:00,Produit: Thé vert Sencha,P101,add_to_cart,50,direct,desktop,France
U046,SU046_05,2025-03-31 15:44:48,Produit: Thé blanc Bai Mu Dan ,P102,view,70,direct,mobile,France,
U046,SU046_05,2025-03-31 15:46:15,Catégorie: Thés bio,,click,40,direct,mobile,France
U047,SU047_02,2025-03-26 22:11:26,Produit: Maté bio,P105,view,39,organic,tablet,France
U047,SU047_02,2025-03-26 22:12:28,Catégorie: Thés bio,,click,55,organic,tablet,France
U047,SU047_02,2025-03-28 12:58:04,Produit: Rooibos bio,P103,view,59,direct,desktop,France
U047,SU047_02,2025-03-28 12:59:14,Catégorie: Thés bio,,click,44,direct,desktop,France
U047,SU047_02,2025-03-28 13:00:04,Produit: Rooibos bio,P103,view,57,direct,desktop,France
U047,SU047_02,2025-03-29 02:57:31,Produit: Thé blanc Bai Mu Dan ,P102,view,45,direct,mobile,France,
U047,SU047_02,2025-03-29 02:58:38,Catégorie: Thés bio,,click,16,direct,mobile,France
U047,SU047_03,2025-03-11 16:36:51,Produit: Thé noir Darjeeling bio (promo),P999,view,30,direct,mobile,France
U047,SU047_03,2025-03-11 16:37:44,Catégorie: Thés bio,,click,10,direct,mobile,France
U047,SU047_03,2025-03-11 16:38:10,Produit: Thé noir Darjeeling bio (promo),P999,view,40,direct,mobile,France
U047,SU047_03,2025-03-11 16:38:56,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,49,direct,mobile,France
U047,SU047_03,2025-03-11 16:40:04,Produit: Thé noir Darjeeling bio (promo),P999,purchase,32,direct,mobile,France
U047,SU047_03,2025-03-24 00:34:24,Produit: Thé vert Sencha,P101,view,61,direct,tablet,France
U047,SU047_03,2025-03-24 00:35:50,Catégorie: Thés bio,,click,84,direct,tablet,France
U047,SU047_03,2025-03-29 04:25:40,Produit: Maté bio,P105,view,17,facebook_ads,tablet,France
U047,SU047_03,2025-03-29 04:26:18,Catégorie: Thés bio,,click,19,facebook_ads,tablet,France
U047,SU047_03,2025-04-03 01:50:37,Produit: Thé noir Darjeeling bio (promo),P999,view,50,direct,desktop,France
U047,SU047_03,2025-04-03 01:51:35,Catégorie: Thés bio,,click,85,direct,desktop,France
U047,SU047_03,2025-04-03 01:53:10,Produit: Thé noir Darjeeling bio (promo),P999,view,78,direct,desktop,France
U047,SU047_05,2025-03-20 06:36:45,Produit: Maté bio,P105,view,73,direct,tablet,France
U047,SU047_05,2025-03-20 06:38:17,Catégorie: Thés bio,,click,83,direct,tablet,France
U048,SU048_02,2025-03-11 03:33:19,Produit: Rooibos bio,P103,view,43,direct,mobile,France
U048,SU048_02,2025-03-11 03:34:19,Catégorie: Thés bio,,click,64,direct,mobile,France
U048,SU048_02,2025-03-11 03:35:33,Produit: Rooibos bio,P103,view,14,direct,mobile,France
U048,SU048_02,2025-03-11 03:36:02,Produit: Rooibos bio,P103,add_to_cart,60,direct,mobile,France
U048,SU048_04,2025-04-03 15:57:51,Produit: Thé vert Sencha,P101,view,30,facebook_ads,tablet,France
U048,SU048_04,2025-04-03 15:58:49,Catégorie: Thés bio,,click,85,facebook_ads,tablet,France
U048,SU048_04,2025-04-03 16:00:27,Produit: Thé vert Sencha,P101,view,75,facebook_ads,tablet,France
U048,SU048_04,2025-04-03 16:02:05,Produit: Thé vert Sencha,P101,add_to_cart,65,facebook_ads,tablet,France
U048,SU048_05,2025-03-11 18:06:35,Produit: Infusion menthe bio,P104,view,33,direct,desktop,France
U048,SU048_05,2025-03-11 18:07:13,Catégorie: Thés bio,,click,23,direct,desktop,France
U049,SU049_01,2025-03-26 09:54:20,Produit: Infusion menthe bio,P104,view,71,organic,mobile,France
U049,SU049_01,2025-03-26 09:55:37,Catégorie: Thés bio,,click,56,organic,mobile,France
U049,SU049_01,2025-03-26 09:56:42,Produit: Infusion menthe bio,P104,view,87,organic,mobile,France
U049,SU049_01,2025-03-26 09:58:18,Produit: Infusion menthe bio,P104,add_to_cart,26,organic,mobile,France
U049,SU049_02,2025-03-18 15:00:41,Produit: Thé noir Darjeeling bio (promo),P999,view,26,direct,desktop,France
U049,SU049_02,2025-03-18 15:01:22,Catégorie: Thés bio,,click,68,direct,desktop,France
U049,SU049_02,2025-03-18 15:02:56,Produit: Thé noir Darjeeling bio (promo),P999,view,19,direct,desktop,France
U049,SU049_02,2025-03-18 15:03:25,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,51,direct,desktop,France
U049,SU049_02,2025-03-20 07:03:55,Produit: Thé vert Sencha,P101,view,70,direct,mobile,France
U049,SU049_02,2025-03-20 07:05:33,Catégorie: Thés bio,,click,5,direct,mobile,France
U049,SU049_02,2025-03-20 07:05:56,Produit: Thé vert Sencha,P101,view,17,direct,mobile,France
U049,SU049_03,2025-03-14 02:41:12,Produit: Maté bio,P105,view,23,organic,mobile,France
U049,SU049_03,2025-03-14 02:41:45,Catégorie: Thés bio,,click,79,organic,mobile,France
U049,SU049_03,2025-03-14 02:43:09,Produit: Maté bio,P105,view,56,organic,mobile,France
U049,SU049_04,2025-03-11 08:52:45,Produit: Thé blanc Bai Mu Dan ,P102,view,28,direct,desktop,France,
U049,SU049_04,2025-03-11 08:53:37,Catégorie: Thés bio,,click,64,direct,desktop,France
U049,SU049_04,2025-03-27 00:29:20,Produit: Infusion menthe bio,P104,view,87,organic,mobile,France
U049,SU049_04,2025-03-27 00:30:53,Catégorie: Thés bio,,click,43,organic,mobile,France
U049,SU049_04,2025-03-27 00:32:02,Produit: Infusion menthe bio,P104,view,80,organic,mobile,France
U049,SU049_04,2025-04-01 00:59:16,Produit: Thé noir Darjeeling bio (promo),P999,view,47,direct,mobile,France
U049,SU049_04,2025-04-01 01:00:30,Catégorie: Thés bio,,click,25,direct,mobile,France
U049,SU049_04,2025-04-01 01:01:10,Produit: Thé noir Darjeeling bio (promo),P999,view,17,direct,mobile,France
U049,SU049_04,2025-04-01 01:01:41,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,69,direct,mobile,France
U049,SU049_04,2025-04-01 01:03:06,Produit: Thé noir Darjeeling bio (promo),P999,purchase,90,direct,mobile,France
U049,SU049_05,2025-03-28 12:49:11,Produit: Thé noir Darjeeling bio (promo),P999,view,89,direct,desktop,France
U049,SU049_05,2025-03-28 12:51:05,Catégorie: Thés bio,,click,64,direct,desktop,France
U049,SU049_05,2025-03-28 12:52:16,Produit: Thé noir Darjeeling bio (promo),P999,view,51,direct,desktop,France
U049,SU049_05,2025-03-28 12:53:23,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,38,direct,desktop,France
U049,SU049_05,2025-03-28 12:54:12,Produit: Thé noir Darjeeling bio (promo),P999,purchase,76,direct,desktop,France
U049,SU049_05,2025-03-29 16:53:06,Produit: Rooibos bio,P103,view,54,direct,desktop,France
U049,SU049_05,2025-03-29 16:54:19,Catégorie: Thés bio,,click,51,direct,desktop,France
